Formula,Temperature (K),TC,DOI
Ti33.33Fe3.33Co30.00Sb33.33,650,6.07,
Ti33.33Fe3.33Co30.00Sb33.33,702,5.73,
Ti33.33Fe3.33Co30.00Sb33.33,753,5.47,
Ti33.33Fe3.33Co30.00Sb33.33,801,5.21,
Ti33.33Fe3.33Co30.00Sb33.33,829,5.08,
Ti33.33Fe3.33Co30.00Sb33.33,851,4.91,
Ti33.33Fe5.00Co28.33Sb33.33,305,7.28,
Ti33.33Fe5.00Co28.33Sb33.33,352,6.9,
Ti33.33Fe5.00Co28.33Sb33.33,404,6.51,
Ti33.33Fe5.00Co28.33Sb33.33,449,6.07,
Ti33.33Fe5.00Co28.33Sb33.33,501,5.9,
Ti33.33Fe5.00Co28.33Sb33.33,550,5.56,
Ti33.33Fe5.00Co28.33Sb33.33,604,5.3,
Ti33.33Fe5.00Co28.33Sb33.33,654,5.21,
Ti33.33Fe5.00Co28.33Sb33.33,704,4.99,
Ti33.33Fe5.00Co28.33Sb33.33,753,4.78,
Ti33.33Fe5.00Co28.33Sb33.33,800,4.56,
Ti33.33Fe5.00Co28.33Sb33.33,830,4.35,
Ti33.33Fe5.00Co28.33Sb33.33,851,4.35,
Ti33.33Fe6.67Co26.67Sb33.33,303,5.9,
Ti33.33Fe6.67Co26.67Sb33.33,353,5.64,
Ti33.33Fe6.67Co26.67Sb33.33,402,5.3,
Ti33.33Fe6.67Co26.67Sb33.33,452,5.12,
Ti33.33Fe6.67Co26.67Sb33.33,503,4.91,
Ti33.33Fe6.67Co26.67Sb33.33,552,4.78,
Ti33.33Fe6.67Co26.67Sb33.33,604,4.52,
Ti33.33Fe6.67Co26.67Sb33.33,652,4.43,
Ti33.33Fe6.67Co26.67Sb33.33,704,4.3,
Ti33.33Fe6.67Co26.67Sb33.33,755,4.09,
Ti33.33Fe6.67Co26.67Sb33.33,802,3.96,
Ti33.33Fe6.67Co26.67Sb33.33,830,3.96,
Ti33.33Fe6.67Co26.67Sb33.33,852,3.91,
Ti33.33Fe10.00Co23.33Sb33.33,305,5.17,
Ti33.33Fe10.00Co23.33Sb33.33,353,4.86,
Ti33.33Fe10.00Co23.33Sb33.33,400,4.73,
Ti33.33Fe10.00Co23.33Sb33.33,453,4.48,
Ti33.33Fe10.00Co23.33Sb33.33,502,4.26,
Ti33.33Fe10.00Co23.33Sb33.33,552,4.09,
Ti33.33Fe10.00Co23.33Sb33.33,603,4.09,
Ti33.33Fe10.00Co23.33Sb33.33,652,3.96,
Ti33.33Fe10.00Co23.33Sb33.33,699,3.91,
Ti33.33Fe10.00Co23.33Sb33.33,751,3.74,
Ti33.33Fe10.00Co23.33Sb33.33,801,3.78,
Ti33.33Fe10.00Co23.33Sb33.33,832,3.74,
Ti33.33Fe10.00Co23.33Sb33.33,851,3.61,
Ti33.33Co33.33Sb33.33,300,16.6, 10.1016/j.jallcom.2007.12.055
Ti33.33Co33.33Sb33.33,351,14.36,
Ti33.33Co33.33Sb33.33,399,12.63,
Ti33.33Co33.33Sb33.33,453,11.08,
Ti33.33Co33.33Sb33.33,501,9.94,
Ti33.33Co33.33Sb33.33,551,8.94,
Ti33.33Co33.33Sb33.33,601,8.17,
Ti33.33Co33.33Sb33.33,651,7.5,
Ti33.33Co33.33Sb33.33,700,6.99,
Ti33.33Co33.33Sb33.33,752,6.54,
Ti33.33Co33.33Sb33.33,800,6.06,
Ti33.33Co33.33Sb33.33,831,5.76,
Ti33.33Co33.33Sb33.33,851,5.58,
Ti33.33Co33.33Ge0.17Sb33.17,300,15.42,
Ti33.33Co33.33Ge0.17Sb33.17,351,13.33,
Ti33.33Co33.33Ge0.17Sb33.17,401,11.6,
Ti33.33Co33.33Ge0.17Sb33.17,452,10.23,
Ti33.33Co33.33Ge0.17Sb33.17,500,9.13,
Ti33.33Co33.33Ge0.17Sb33.17,549,8.28,
Ti33.33Co33.33Ge0.17Sb33.17,601,7.54,
Ti33.33Co33.33Ge0.17Sb33.17,651,6.99,
Ti33.33Co33.33Ge0.17Sb33.17,701,6.47,
Ti33.33Co33.33Ge0.17Sb33.17,752,6.1,
Ti33.33Co33.33Ge0.17Sb33.17,801,5.69,
Ti33.33Co33.33Ge0.17Sb33.17,829,5.43,
Ti33.33Co33.33Ge0.17Sb33.17,851,5.25,
Ti33.33Co33.33Ge0.33Sb33.00,300,15.57,
Ti33.33Co33.33Ge0.33Sb33.00,349,13.51,
Ti33.33Co33.33Ge0.33Sb33.00,401,11.71,
Ti33.33Co33.33Ge0.33Sb33.00,449,10.31,
Ti33.33Co33.33Ge0.33Sb33.00,501,9.2,
Ti33.33Co33.33Ge0.33Sb33.00,552,8.35,
Ti33.33Co33.33Ge0.33Sb33.00,603,7.65,
Ti33.33Co33.33Ge0.33Sb33.00,653,7.1,
Ti33.33Co33.33Ge0.33Sb33.00,700,6.69,
Ti33.33Co33.33Ge0.33Sb33.00,752,6.25,
Ti33.33Co33.33Ge0.33Sb33.00,800,5.91,
Ti33.33Co33.33Ge0.33Sb33.00,830,5.65,
Ti33.33Co33.33Ge0.33Sb33.00,855,5.43,
Ti33.33Co33.33Ge1.00Sb32.33,299,12.41,
Ti33.33Co33.33Ge1.00Sb32.33,351,10.79,
Ti33.33Co33.33Ge1.00Sb32.33,400,9.5,
Ti33.33Co33.33Ge1.00Sb32.33,451,8.47,
Ti33.33Co33.33Ge1.00Sb32.33,500,7.66,
Ti33.33Co33.33Ge1.00Sb32.33,548,6.99,
Ti33.33Co33.33Ge1.00Sb32.33,600,6.44,
Ti33.33Co33.33Ge1.00Sb32.33,651,6.11,
Ti33.33Co33.33Ge1.00Sb32.33,703,5.77,
Ti33.33Co33.33Ge1.00Sb32.33,751,5.44,
Ti33.33Co33.33Ge1.00Sb32.33,801,5.22,
Ti33.33Co33.33Ge1.00Sb32.33,830,4.96,
Ti33.33Co33.33Ge1.00Sb32.33,848,4.88,
Ti33.33Co33.33Ge1.67Sb31.67,300,10.35,
Ti33.33Co33.33Ge1.67Sb31.67,348,9.25,
Ti33.33Co33.33Ge1.67Sb31.67,400,8.33,
Ti33.33Co33.33Ge1.67Sb31.67,451,7.55,
Ti33.33Co33.33Ge1.67Sb31.67,500,6.85,
Ti33.33Co33.33Ge1.67Sb31.67,551,6.33,
Ti33.33Co33.33Ge1.67Sb31.67,597,5.89,
Ti33.33Co33.33Ge1.67Sb31.67,653,5.67,
Ti33.33Co33.33Ge1.67Sb31.67,699,5.3,
Ti33.33Co33.33Ge1.67Sb31.67,751,5.03,
Ti33.33Co33.33Ge1.67Sb31.67,801,4.85,
Ti33.33Co33.33Ge1.67Sb31.67,829,4.7,
Ti33.33Co33.33Ge1.67Sb31.67,849,4.59,
Ti33.33Co33.33Ge2.67Sb30.67,300,9.44,
Ti33.33Co33.33Ge2.67Sb30.67,351,8.73,
Ti33.33Co33.33Ge2.67Sb30.67,400,8.03,
Ti33.33Co33.33Ge2.67Sb30.67,451,7.44,
Ti33.33Co33.33Ge2.67Sb30.67,503,6.78,
Ti33.33Co33.33Ge2.67Sb30.67,551,6.26,
Ti33.33Co33.33Ge2.67Sb30.67,601,5.82,
Ti33.33Co33.33Ge2.67Sb30.67,652,5.52,
Ti33.33Co33.33Ge2.67Sb30.67,704,5.22,
Ti33.33Co33.33Ge2.67Sb30.67,752,5.03,
Ti33.33Co33.33Ge2.67Sb30.67,799,4.74,
Ti33.33Co33.33Ge2.67Sb30.67,829,4.63,
Ti33.33Co33.33Ge2.67Sb30.67,851,4.59,
Ti33.33Co33.33Ge3.33Sb30.00,300,8.66,
Ti33.33Co33.33Ge3.33Sb30.00,349,8,
Ti33.33Co33.33Ge3.33Sb30.00,399,7.37,
Ti33.33Co33.33Ge3.33Sb30.00,449,6.74,
Ti33.33Co33.33Ge3.33Sb30.00,500,6.34,
Ti33.33Co33.33Ge3.33Sb30.00,548,5.93,
Ti33.33Co33.33Ge3.33Sb30.00,601,5.6,
Ti33.33Co33.33Ge3.33Sb30.00,653,5.26,
Ti33.33Co33.33Ge3.33Sb30.00,700,5.04,
Ti33.33Co33.33Ge3.33Sb30.00,752,4.89,
Ti33.33Co33.33Ge3.33Sb30.00,804,4.7,
Ti33.33Co33.33Ge3.33Sb30.00,831,4.63,
Ti33.33Co33.33Ge3.33Sb30.00,857,4.59,
Ti33.33Co33.33Ge5.00Sb28.33,297,8.33,
Ti33.33Co33.33Ge5.00Sb28.33,349,7.59,
Ti33.33Co33.33Ge5.00Sb28.33,399,6.93,
Ti33.33Co33.33Ge5.00Sb28.33,448,6.38,
Ti33.33Co33.33Ge5.00Sb28.33,503,5.97,
Ti33.33Co33.33Ge5.00Sb28.33,549,5.52,
Ti33.33Co33.33Ge5.00Sb28.33,601,5.26,
Ti33.33Co33.33Ge5.00Sb28.33,651,5.08,
Ti33.33Co33.33Ge5.00Sb28.33,703,4.89,
Ti33.33Co33.33Ge5.00Sb28.33,752,4.63,
Ti33.33Co33.33Ge5.00Sb28.33,804,4.59,
Ti33.33Co33.33Ge5.00Sb28.33,834,4.44,
Ti33.33Co33.33Ge5.00Sb28.33,849,4.4,
Ti33.33Co33.33Ge6.67Sb26.67,303,8.04,
Ti33.33Co33.33Ge6.67Sb26.67,349,7.26,
Ti33.33Co33.33Ge6.67Sb26.67,400,6.56,
Ti33.33Co33.33Ge6.67Sb26.67,451,6.01,
Ti33.33Co33.33Ge6.67Sb26.67,503,5.53,
Ti33.33Co33.33Ge6.67Sb26.67,549,5.23,
Ti33.33Co33.33Ge6.67Sb26.67,601,4.9,
Ti33.33Co33.33Ge6.67Sb26.67,652,4.67,
Ti33.33Co33.33Ge6.67Sb26.67,703,4.49,
Ti33.33Co33.33Ge6.67Sb26.67,749,4.34,
Ti33.33Co33.33Ge6.67Sb26.67,801,4.19,
Ti33.33Co33.33Ge6.67Sb26.67,829,4.15,
Ti33.33Co33.33Ge6.67Sb26.67,853,4.04,
Hf8.33Zr25Ni33.33Sn33.33,306,4.14, 10.1016/j.actamat.2016.04.039
Hf8.33Zr25Ni33.33Sn33.33,376,3.84,
Hf8.33Zr25Ni33.33Sn33.33,474,3.53,
Hf8.33Zr25Ni33.33Sn33.33,576,3.37,
Hf8.33Zr25Ni33.33Sn33.33,676,3.36,
Hf8.33Zr25Ni33.33Sn33.33,777,3.48,
Hf8.33Zr25Ni33.33Sn33.33,873,3.79,
Hf8.33Zr25Ni33.33Sn33.33,972,4.39,
Hf8.29Zr24.88Nb0.17Ni33.33Sn33.33,311,4.27,
Hf8.29Zr24.88Nb0.17Ni33.33Sn33.33,376,4.04,
Hf8.29Zr24.88Nb0.17Ni33.33Sn33.33,474,3.8,
Hf8.29Zr24.88Nb0.17Ni33.33Sn33.33,573,3.66,
Hf8.29Zr24.88Nb0.17Ni33.33Sn33.33,677,3.63,
Hf8.29Zr24.88Nb0.17Ni33.33Sn33.33,777,3.7,
Hf8.29Zr24.88Nb0.17Ni33.33Sn33.33,876,3.96,
Hf8.29Zr24.88Nb0.17Ni33.33Sn33.33,976,4.49,
Hf8.25Zr24.75Nb0.33Ni33.33Sn33.33,308,4.63,
Hf8.25Zr24.75Nb0.33Ni33.33Sn33.33,374,4.32,
Hf8.25Zr24.75Nb0.33Ni33.33Sn33.33,476,4.06,
Hf8.25Zr24.75Nb0.33Ni33.33Sn33.33,579,3.95,
Hf8.25Zr24.75Nb0.33Ni33.33Sn33.33,674,3.88,
Hf8.25Zr24.75Nb0.33Ni33.33Sn33.33,774,3.96,
Hf8.25Zr24.75Nb0.33Ni33.33Sn33.33,873,4.18,
Hf8.25Zr24.75Nb0.33Ni33.33Sn33.33,977,4.69,
Hf8.23Zr24.70Nb0.40Ni33.33Sn33.33,306,4.76,
Hf8.23Zr24.70Nb0.40Ni33.33Sn33.33,374,4.47,
Hf8.23Zr24.70Nb0.40Ni33.33Sn33.33,479,4.21,
Hf8.23Zr24.70Nb0.40Ni33.33Sn33.33,576,4.09,
Hf8.23Zr24.70Nb0.40Ni33.33Sn33.33,673,4,
Hf8.23Zr24.70Nb0.40Ni33.33Sn33.33,774,4.05,
Hf8.23Zr24.70Nb0.40Ni33.33Sn33.33,876,4.24,
Hf8.23Zr24.70Nb0.40Ni33.33Sn33.33,977,4.74,
Hf8.22Zr24.65Nb0.47Ni33.33Sn33.33,309,4.92,
Hf8.22Zr24.65Nb0.47Ni33.33Sn33.33,374,4.59,
Hf8.22Zr24.65Nb0.47Ni33.33Sn33.33,474,4.34,
Hf8.22Zr24.65Nb0.47Ni33.33Sn33.33,577,4.21,
Hf8.22Zr24.65Nb0.47Ni33.33Sn33.33,674,4.12,
Hf8.22Zr24.65Nb0.47Ni33.33Sn33.33,777,4.15,
Hf8.22Zr24.65Nb0.47Ni33.33Sn33.33,876,4.36,
Hf8.22Zr24.65Nb0.47Ni33.33Sn33.33,980,4.83,
Hf8.20Zr24.60Nb0.53Ni33.33Sn33.33,309,5.1,
Hf8.20Zr24.60Nb0.53Ni33.33Sn33.33,377,4.79,
Hf8.20Zr24.60Nb0.53Ni33.33Sn33.33,476,4.55,
Hf8.20Zr24.60Nb0.53Ni33.33Sn33.33,579,4.43,
Hf8.20Zr24.60Nb0.53Ni33.33Sn33.33,676,4.34,
Hf8.20Zr24.60Nb0.53Ni33.33Sn33.33,769,4.36,
Hf8.20Zr24.60Nb0.53Ni33.33Sn33.33,879,4.53,
Hf8.20Zr24.60Nb0.53Ni33.33Sn33.33,972,4.9,
Hf8.19Zr24.55Nb0.60Ni33.33Sn33.33,311,5.29,
Hf8.19Zr24.55Nb0.60Ni33.33Sn33.33,373,4.98,
Hf8.19Zr24.55Nb0.60Ni33.33Sn33.33,476,4.69,
Hf8.19Zr24.55Nb0.60Ni33.33Sn33.33,576,4.52,
Hf8.19Zr24.55Nb0.60Ni33.33Sn33.33,670,4.42,
Hf8.19Zr24.55Nb0.60Ni33.33Sn33.33,780,4.36,
Hf8.19Zr24.55Nb0.60Ni33.33Sn33.33,874,4.46,
Hf8.19Zr24.55Nb0.60Ni33.33Sn33.33,977,4.83,
Hf8.17Zr24.50Nb0.67Ni33.33Sn33.33,308,5.32,
Hf8.17Zr24.50Nb0.67Ni33.33Sn33.33,376,5.11,
Hf8.17Zr24.50Nb0.67Ni33.33Sn33.33,474,4.85,
Hf8.17Zr24.50Nb0.67Ni33.33Sn33.33,574,4.68,
Hf8.17Zr24.50Nb0.67Ni33.33Sn33.33,676,4.54,
Hf8.17Zr24.50Nb0.67Ni33.33Sn33.33,773,4.5,
Hf8.17Zr24.50Nb0.67Ni33.33Sn33.33,873,4.61,
Hf8.17Zr24.50Nb0.67Ni33.33Sn33.33,973,4.87,
Hf8.15Zr24.45Nb0.73Ni33.33Sn33.33,305,5.4,
Hf8.15Zr24.45Nb0.73Ni33.33Sn33.33,376,5.18,
Hf8.15Zr24.45Nb0.73Ni33.33Sn33.33,479,4.92,
Hf8.15Zr24.45Nb0.73Ni33.33Sn33.33,577,4.76,
Hf8.15Zr24.45Nb0.73Ni33.33Sn33.33,674,4.61,
Hf8.15Zr24.45Nb0.73Ni33.33Sn33.33,772,4.57,
Hf8.15Zr24.45Nb0.73Ni33.33Sn33.33,873,4.67,
Hf8.15Zr24.45Nb0.73Ni33.33Sn33.33,972,4.97,
Hf8.13Zr24.38Nb0.83Ni33.33Sn33.33,303,5.48,
Hf8.13Zr24.38Nb0.83Ni33.33Sn33.33,374,5.34,
Hf8.13Zr24.38Nb0.83Ni33.33Sn33.33,477,5.1,
Hf8.13Zr24.38Nb0.83Ni33.33Sn33.33,574,4.96,
Hf8.13Zr24.38Nb0.83Ni33.33Sn33.33,676,4.85,
Hf8.13Zr24.38Nb0.83Ni33.33Sn33.33,776,4.85,
Hf8.13Zr24.38Nb0.83Ni33.33Sn33.33,874,4.87,
Hf8.13Zr24.38Nb0.83Ni33.33Sn33.33,976,5.13,
Hf8.08Zr24.25Nb1.00Ni33.33Sn33.33,309,5.76,
Hf8.08Zr24.25Nb1.00Ni33.33Sn33.33,372,5.6,
Hf8.08Zr24.25Nb1.00Ni33.33Sn33.33,476,5.4,
Hf8.08Zr24.25Nb1.00Ni33.33Sn33.33,576,5.25,
Hf8.08Zr24.25Nb1.00Ni33.33Sn33.33,676,5.14,
Hf8.08Zr24.25Nb1.00Ni33.33Sn33.33,774,5.1,
Hf8.08Zr24.25Nb1.00Ni33.33Sn33.33,876,5.15,
Hf8.08Zr24.25Nb1.00Ni33.33Sn33.33,976,5.34,
Ti33.33Fe16.67Ni16.67Sb33.33,300,7.03, 10.1002/pssa.202000096
Ti33.33Fe16.67Ni16.67Sb33.33,373,5.95,
Ti33.33Fe16.67Ni16.67Sb33.33,476,5.13,
Ti33.33Fe16.67Ni16.67Sb33.33,574,4.59,
Ti33.33Fe16.67Ni16.67Sb33.33,676,4.19,
Ti33.33Fe16.67Ni16.67Sb33.33,773,3.78,
Ti33.33Fe16.67Ni16.67Sb33.33,829,3.64,
Ti33.33Fe16.67Ni16.67Sb33.33,878,3.64,
Ti33.33Fe16.67Ni16.67Sb33.33,926,3.58,
Ti33.33Fe16.67Ni16.67Sb33.33,978,3.64,
Ti33.33Fe16.67Ni16.67Sb30Sn3.33,301,5.84,
Ti33.33Fe16.67Ni16.67Sb30Sn3.33,373,5.3,
Ti33.33Fe16.67Ni16.67Sb30Sn3.33,475,4.73,
Ti33.33Fe16.67Ni16.67Sb30Sn3.33,570,4.35,
Ti33.33Fe16.67Ni16.67Sb30Sn3.33,670,4.15,
Ti33.33Fe16.67Ni16.67Sb30Sn3.33,776,3.95,
Ti33.33Fe16.67Ni16.67Sb30Sn3.33,821,3.71,
Ti33.33Fe16.67Ni16.67Sb30Sn3.33,874,3.64,
Ti33.33Fe16.67Ni16.67Sb30Sn3.33,925,3.54,
Ti33.33Fe16.67Ni16.67Sb30Sn3.33,976,3.51,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,297,5.3,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,376,4.9,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,467,4.52,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,575,4.22,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,675,3.91,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,769,3.85,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,826,3.71,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,881,3.64,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,925,3.64,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,975,3.68,
Ti33.33Fe16.67Ni16.67Sb26.67Sn6.67,301,4.9,
Ti33.33Fe16.67Ni16.67Sb26.67Sn6.67,375,4.86,
Ti33.33Fe16.67Ni16.67Sb26.67Sn6.67,473,4.25,
Ti33.33Fe16.67Ni16.67Sb26.67Sn6.67,574,3.98,
Ti33.33Fe16.67Ni16.67Sb26.67Sn6.67,672,3.78,
Ti33.33Fe16.67Ni16.67Sb26.67Sn6.67,774,3.64,
Ti33.33Fe16.67Ni16.67Sb26.67Sn6.67,822,3.54,
Ti33.33Fe16.67Ni16.67Sb26.67Sn6.67,873,3.51,
Ti33.33Fe16.67Ni16.67Sb26.67Sn6.67,925,3.44,
Ti33.33Fe16.67Ni16.67Sb26.67Sn6.67,976,3.64,
Ti33.33Fe16.67Ni16.67Sb25Sn8.33,301,5.1,
Ti33.33Fe16.67Ni16.67Sb25Sn8.33,373,4.66,
Ti33.33Fe16.67Ni16.67Sb25Sn8.33,476,4.42,
Ti33.33Fe16.67Ni16.67Sb25Sn8.33,570,4.05,
Ti33.33Fe16.67Ni16.67Sb25Sn8.33,675,3.98,
Ti33.33Fe16.67Ni16.67Sb25Sn8.33,779,3.98,
Ti33.33Fe16.67Ni16.67Sb25Sn8.33,826,3.85,
Ti33.33Fe16.67Ni16.67Sb25Sn8.33,871,3.88,
Ti33.33Fe16.67Ni16.67Sb25Sn8.33,928,3.85,
Ti33.33Fe16.67Ni16.67Sb25Sn8.33,975,3.91,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,298,5.36,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,372,4.88,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,476,4.55,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,572,4.24,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,673,4.07,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,773,3.81,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,821,3.71,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,871,3.71,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,925,3.64,
Ti33.33Fe16.67Ni16.67Sb28.33Sn5,971,3.69,
Ti30Hf3.33Fe16.67Ni16.67Sb28.33Sn5,299,3.33,
Ti30Hf3.33Fe16.67Ni16.67Sb28.33Sn5,373,3.03,
Ti30Hf3.33Fe16.67Ni16.67Sb28.33Sn5,473,2.85,
Ti30Hf3.33Fe16.67Ni16.67Sb28.33Sn5,570,2.7,
Ti30Hf3.33Fe16.67Ni16.67Sb28.33Sn5,668,2.63,
Ti30Hf3.33Fe16.67Ni16.67Sb28.33Sn5,772,2.56,
Ti30Hf3.33Fe16.67Ni16.67Sb28.33Sn5,821,2.56,
Ti30Hf3.33Fe16.67Ni16.67Sb28.33Sn5,869,2.55,
Ti30Hf3.33Fe16.67Ni16.67Sb28.33Sn5,921,2.6,
Ti30Hf3.33Fe16.67Ni16.67Sb28.33Sn5,974,2.63,
Ti26.67Hf6.67Fe16.67Ni16.67Sb28.33Sn5,302,2.56,
Ti26.67Hf6.67Fe16.67Ni16.67Sb28.33Sn5,373,2.63,
Ti26.67Hf6.67Fe16.67Ni16.67Sb28.33Sn5,472,2.55,
Ti26.67Hf6.67Fe16.67Ni16.67Sb28.33Sn5,571,2.43,
Ti26.67Hf6.67Fe16.67Ni16.67Sb28.33Sn5,671,2.36,
Ti26.67Hf6.67Fe16.67Ni16.67Sb28.33Sn5,774,2.3,
Ti26.67Hf6.67Fe16.67Ni16.67Sb28.33Sn5,821,2.28,
Ti26.67Hf6.67Fe16.67Ni16.67Sb28.33Sn5,874,2.3,
Ti26.67Hf6.67Fe16.67Ni16.67Sb28.33Sn5,918,2.36,
Ti26.67Hf6.67Fe16.67Ni16.67Sb28.33Sn5,970,2.38,
Ti23.33Hf10Fe16.67Ni16.67Sb28.33Sn5,301,2.66,
Ti23.33Hf10Fe16.67Ni16.67Sb28.33Sn5,374,2.38,
Ti23.33Hf10Fe16.67Ni16.67Sb28.33Sn5,475,2.3,
Ti23.33Hf10Fe16.67Ni16.67Sb28.33Sn5,570,2.22,
Ti23.33Hf10Fe16.67Ni16.67Sb28.33Sn5,674,2.13,
Ti23.33Hf10Fe16.67Ni16.67Sb28.33Sn5,776,2.12,
Ti23.33Hf10Fe16.67Ni16.67Sb28.33Sn5,824,2.13,
Ti23.33Hf10Fe16.67Ni16.67Sb28.33Sn5,873,2.17,
Ti23.33Hf10Fe16.67Ni16.67Sb28.33Sn5,924,2.23,
Ti23.33Hf10Fe16.67Ni16.67Sb28.33Sn5,972,2.27,
Ti16.67Hf16.67Fe16.67Ni16.67Sb28.33Sn5,299,2.48,
Ti16.67Hf16.67Fe16.67Ni16.67Sb28.33Sn5,368,2.53,
Ti16.67Hf16.67Fe16.67Ni16.67Sb28.33Sn5,470,2.4,
Ti16.67Hf16.67Fe16.67Ni16.67Sb28.33Sn5,571,2.33,
Ti16.67Hf16.67Fe16.67Ni16.67Sb28.33Sn5,678,2.3,
Ti16.67Hf16.67Fe16.67Ni16.67Sb28.33Sn5,772,2.3,
Ti16.67Hf16.67Fe16.67Ni16.67Sb28.33Sn5,822,2.27,
Ti16.67Hf16.67Fe16.67Ni16.67Sb28.33Sn5,869,2.35,
Ti16.67Hf16.67Fe16.67Ni16.67Sb28.33Sn5,919,2.41,
Ti16.67Hf16.67Fe16.67Ni16.67Sb28.33Sn5,977,2.41,
Ag25In25Se50,374,0.62, 10.1016/j.nanoen.2025.111491
Ag25In25Se50,422,0.5,
Ag25In25Se50,473,0.45,
Ag25In25Se50,524,0.4,
Ag25In25Se50,573,0.38,
Ag25In25Se50,624,0.35,
Ag25In25Se50,675,0.34,
Ag25In25Se50,725,0.31,
Ag25In25Se50,776,0.3,
Ag25In25Se50,803,0.3,
Ag25.37In24.88Se49.75,372,0.61,
Ag25.37In24.88Se49.75,426,0.59,
Ag25.37In24.88Se49.75,473,0.53,
Ag25.37In24.88Se49.75,526,0.51,
Ag25.37In24.88Se49.75,573,0.47,
Ag25.37In24.88Se49.75,624,0.47,
Ag25.37In24.88Se49.75,673,0.47,
Ag25.37In24.88Se49.75,726,0.47,
Ag25.37In24.88Se49.75,776,0.46,
Ag25.37In24.88Se49.75,799,0.43,
Ag22.5Cd2.5In25Se50,369,0.59,
Ag22.5Cd2.5In25Se50,420,0.54,
Ag22.5Cd2.5In25Se50,474,0.51,
Ag22.5Cd2.5In25Se50,526,0.49,
Ag22.5Cd2.5In25Se50,577,0.48,
Ag22.5Cd2.5In25Se50,625,0.52,
Ag22.5Cd2.5In25Se50,674,0.53,
Ag22.5Cd2.5In25Se50,725,0.54,
Ag22.5Cd2.5In25Se50,777,0.54,
Ag22.5Cd2.5In25Se50,802,0.54,
Ag20Cd5In25Se50,367,0.6,
Ag20Cd5In25Se50,418,0.58,
Ag20Cd5In25Se50,475,0.55,
Ag20Cd5In25Se50,526,0.52,
Ag20Cd5In25Se50,577,0.52,
Ag20Cd5In25Se50,626,0.53,
Ag20Cd5In25Se50,676,0.55,
Ag20Cd5In25Se50,725,0.57,
Ag20Cd5In25Se50,777,0.58,
Ag20Cd5In25Se50,800,0.57,
Ag24.39Cd2.44In24.39Se48.78,370,0.69,
Ag24.39Cd2.44In24.39Se48.78,424,0.64,
Ag24.39Cd2.44In24.39Se48.78,474,0.61,
Ag24.39Cd2.44In24.39Se48.78,524,0.6,
Ag24.39Cd2.44In24.39Se48.78,577,0.59,
Ag24.39Cd2.44In24.39Se48.78,627,0.62,
Ag24.39Cd2.44In24.39Se48.78,677,0.63,
Ag24.39Cd2.44In24.39Se48.78,725,0.64,
Ag24.39Cd2.44In24.39Se48.78,774,0.64,
Ag24.39Cd2.44In24.39Se48.78,802,0.66,
Ag23.81Cd4.76In23.81Se47.62,369,0.65,
Ag23.81Cd4.76In23.81Se47.62,422,0.57,
Ag23.81Cd4.76In23.81Se47.62,473,0.57,
Ag23.81Cd4.76In23.81Se47.62,522,0.55,
Ag23.81Cd4.76In23.81Se47.62,575,0.56,
Ag23.81Cd4.76In23.81Se47.62,625,0.57,
Ag23.81Cd4.76In23.81Se47.62,677,0.58,
Ag23.81Cd4.76In23.81Se47.62,728,0.61,
Ag23.81Cd4.76In23.81Se47.62,777,0.62,
Ag23.81Cd4.76In23.81Se47.62,802,0.63,
Ag24.39Cd2.44In23.17Zn1.22Se48.78,371,0.68,
Ag24.39Cd2.44In23.17Zn1.22Se48.78,425,0.61,
Ag24.39Cd2.44In23.17Zn1.22Se48.78,476,0.57,
Ag24.39Cd2.44In23.17Zn1.22Se48.78,527,0.54,
Ag24.39Cd2.44In23.17Zn1.22Se48.78,575,0.53,
Ag24.39Cd2.44In23.17Zn1.22Se48.78,624,0.52,
Ag24.39Cd2.44In23.17Zn1.22Se48.78,675,0.51,
Ag24.39Cd2.44In23.17Zn1.22Se48.78,726,0.53,
Ag24.39Cd2.44In23.17Zn1.22Se48.78,773,0.5,
Ag24.39Cd2.44In23.17Zn1.22Se48.78,804,0.46,
Ag24.39Cd2.44In21.95Zn2.44Se48.78,368,0.61,
Ag24.39Cd2.44In21.95Zn2.44Se48.78,421,0.49,
Ag24.39Cd2.44In21.95Zn2.44Se48.78,473,0.45,
